attendance,away_final_score,away_team,date,elapsed_time,g_id,home_final_score,home_team,start_time,umpire_HP,venue_name,weather,wind,delay_min
36663,3,pit,7/30/2016,199,201601548,5,mil,6:10 PM,Marty Foster,Miller Park,"73 degrees, partly cloudy","10 mph, In from LF",0
41401,4,sea,7/30/2016,157,201601549,1,chn,1:20 PM,Lance Barrett,Wrigley Field,"75 degrees, cloudy","12 mph, In from RF",0
25011,0,sln,7/30/2016,182,201601550,11,mia,7:11 PM,Bill Welke,Marlins Park,"78 degrees, roof closed","0 mph, None",0
41743,3,was,7/30/2016,209,201601551,5,sfn,1:06 PM,Chad Fairchild,AT&T Park,"63 degrees, partly cloudy","12 mph, Out to CF",0
42380,3,ari,7/31/2016,223,201601552,14,lan,1:10 PM,Todd Tichenor,Dodger Stadium,"88 degrees, sunny","10 mph, Out to CF",0
46792,6,bal,7/31/2016,227,201601553,2,tor,1:08 PM,Brian O'Nora,Rogers Centre,"68 degrees, roof closed","0 mph, None",0
39553,5,bos,7/31/2016,212,201601554,3,ana,12:38 PM,Gabe Morales,Angel Stadium of Anaheim,"86 degrees, sunny","10 mph, R to L",0
29670,4,cha,7/31/2016,159,201601555,6,min,1:12 PM,Adrian Johnson,Target Field,"80 degrees, partly cloudy","8 mph, Varies",0
27436,3,cin,7/31/2016,189,201601556,2,sdn,1:42 PM,Ramon De Jesus,Petco Park,"82 degrees, sunny","8 mph, Out to RF",0
36279,4,col,7/31/2016,186,201601557,6,nyn,1:48 PM,Jeff Kellogg,Citi Field,"78 degrees, cloudy","12 mph, R to L",38
31043,0,hou,7/31/2016,179,201601558,11,det,1:10 PM,Paul Nauert,Comerica Park,"78 degrees, sunny","3 mph, In from CF",0
32806,3,kca,7/31/2016,142,201601559,5,tex,2:06 PM,Pat Hoberg,Globe Life Park in Arlington,"96 degrees, sunny","8 mph, In from RF",0
18109,3,nya,7/31/2016,181,201601560,5,tba,1:10 PM,Jeff Nelson,Tropicana Field,"72 degrees, dome","0 mph, None",0
23739,0,oak,7/31/2016,163,201601561,8,cle,1:46 PM,Hunter Wendelstedt,Progressive Field,"81 degrees, partly cloudy","6 mph, Out to LF",36
21545,1,phi,7/31/2016,163,201601562,2,atl,1:37 PM,Alfonso Marquez,Turner Field,"88 degrees, partly cloudy","2 mph, L to R",24
32405,2,pit,7/31/2016,184,201601563,4,mil,1:11 PM,Mike Winters,Miller Park,"75 degrees, partly cloudy","9 mph, In from LF",0
40952,6,sea,7/31/2016,258,201601564,7,chn,7:08 PM,Dan Iassogna,Wrigley Field,"75 degrees, partly cloudy","9 mph, In from RF",0
23666,4,sln,7/31/2016,162,201601565,5,mia,1:10 PM,D.J. Reyburn,Marlins Park,"78 degrees, roof closed","0 mph, None",0
41795,1,was,7/31/2016,192,201601566,3,sfn,1:05 PM,Jim Joyce,AT&T Park,"64 degrees, partly cloudy","10 mph, Out to CF",0
29601,2,bos,8/1/2016,162,201601567,1,sea,7:10 PM,Mike Estabrook,Safeco Field,"74 degrees, clear","3 mph, Out to RF",0
13976,3,kca,8/1/2016,157,201601568,0,tba,7:10 PM,Gerry Davis,Tropicana Field,"72 degrees, dome","0 mph, None",0
40937,0,mia,8/1/2016,167,201601569,5,chn,7:06 PM,Mark Wegner,Wrigley Field,"77 degrees, partly cloudy","5 mph, R to L",0
24009,3,mil,8/1/2016,226,201601570,7,sdn,7:10 PM,James Hoye,Petco Park,"76 degrees, clear","12 mph, Out to RF",0
15018,12,min,8/1/2016,192,201601571,5,cle,7:10 PM,Fieldin Culbreth,Progressive Field,"79 degrees, clear","6 mph, In from CF",0
42125,6,nya,8/1/2016,227,201601572,5,nyn,7:11 PM,Mark Carlson,Citi Field,"76 degrees, cloudy","7 mph, In from RF",0
20623,1,tor,8/1/2016,245,201601573,2,hou,7:10 PM,Ryan Blakney,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
17518,14,was,8/1/2016,203,201601574,1,ari,6:40 PM,Kerwin Danley,Chase Field,"81 degrees, roof closed","0 mph, None",0
25240,4,bos,8/2/2016,150,201601575,5,sea,7:10 PM,Dana DeMuth,Safeco Field,"70 degrees, partly cloudy","1 mph, Varies",0
30316,5,cha,8/2/2016,187,201601576,11,det,7:10 PM,John Tumpane,Comerica Park,"83 degrees, clear","9 mph, L to R",0
12625,3,kca,8/2/2016,184,201601577,2,tba,7:10 PM,Carlos Torres,Tropicana Field,"72 degrees, dome","0 mph, None",0
32607,3,lan,8/2/2016,208,201601578,7,col,6:41 PM,Mike Everitt,Coors Field,"86 degrees, overcast","7 mph, Out to CF",38
40419,2,mia,8/2/2016,168,201601579,3,chn,7:07 PM,Mike Muchlinski,Wrigley Field,"81 degrees, clear","1 mph, Varies",0
26152,3,mil,8/2/2016,180,201601580,2,sdn,7:09 PM,Marvin Hudson,Petco Park,"75 degrees, clear","11 mph, L to R",0
15835,10,min,8/2/2016,213,201601581,6,cle,7:10 PM,CB Bucknor,Progressive Field,"82 degrees, clear","14 mph, In from RF",0
42819,1,nya,8/2/2016,159,201601582,7,nyn,7:11 PM,Brian Gorman,Citi Field,"75 degrees, partly cloudy","8 mph, R to L",0
36052,4,oak,8/2/2016,165,201601583,5,ana,7:09 PM,Chad Whitson,Angel Stadium of Anaheim,"80 degrees, partly cloudy","9 mph, Out to CF",0
20633,5,pit,8/2/2016,200,201601584,3,atl,7:11 PM,Angel Hernandez,Turner Field,"79 degrees, partly cloudy","6 mph, Out to CF",0
23351,8,sfn,8/2/2016,196,201601585,13,phi,7:07 PM,Bob Davidson,Citizens Bank Park,"79 degrees, cloudy","10 mph, R to L",0
25270,5,sln,8/2/2016,202,201601586,7,cin,7:10 PM,Phil Cuzzi,Great American Ball Park,"87 degrees, overcast","6 mph, L to R",0
22230,1,tex,8/2/2016,163,201601587,5,bal,7:07 PM,Jerry Layne,Oriole Park at Camden Yards,"81 degrees, partly cloudy","5 mph, In from RF",0
24399,2,tor,8/2/2016,160,201601588,1,hou,7:11 PM,Tony Randazzo,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
19919,10,was,8/2/2016,198,201601589,4,ari,6:40 PM,Andy Fletcher,Chase Field,"79 degrees, roof closed","0 mph, None",0
24494,1,bos,8/3/2016,136,201601590,3,sea,7:11 PM,Ramon De Jesus,Safeco Field,"72 degrees, clear","5 mph, L to R",0
32526,1,cha,8/3/2016,155,201601591,2,det,7:10 PM,Alan Porter,Comerica Park,"84 degrees, clear","3 mph, In from CF",0
11149,0,kca,8/3/2016,179,201601592,12,tba,7:10 PM,Rob Drake,Tropicana Field,"72 degrees, dome","0 mph, None",0
28682,2,lan,8/3/2016,151,201601593,12,col,6:40 PM,Jordan Baker,Coors Field,"92 degrees, cloudy","5 mph, R to L",0
41147,4,mia,8/3/2016,199,201601594,4,chn,1:20 PM,Marty Foster,Wrigley Field,"88 degrees, sunny","15 mph, In from RF",0
24124,3,mil,8/3/2016,182,201601595,12,sdn,12:43 PM,Chad Fairchild,Petco Park,"82 degrees, sunny","7 mph, Out to RF",0
17176,13,min,8/3/2016,203,201601596,5,cle,7:10 PM,Manny Gonzalez,Progressive Field,"82 degrees, clear","17 mph, In from RF",0
48339,5,nyn,8/3/2016,182,201601597,9,nya,7:08 PM,Nic Lentz,Yankee Stadium,"77 degrees, clear","14 mph, R to L",0
37306,6,oak,8/3/2016,195,201601598,8,ana,7:08 PM,Gary Cederstrom,Angel Stadium of Anaheim,"77 degrees, clear","8 mph, Out to LF",0
19281,4,pit,8/3/2016,205,201601599,8,atl,7:11 PM,Will Little,Turner Field,"87 degrees, partly cloudy","12 mph, L to R",0
23162,4,sfn,8/3/2016,243,201601600,5,phi,7:07 PM,Lance Barrett,Citizens Bank Park,"79 degrees, partly cloudy","10 mph, R to L",0
20771,5,sln,8/3/2016,179,201601601,4,cin,7:10 PM,Scott Barry,Great American Ball Park,"85 degrees, cloudy","3 mph, L to R",0
24552,2,tex,8/3/2016,146,201601602,3,bal,7:07 PM,Stu Scheurwater,Oriole Park at Camden Yards,"78 degrees, clear","4 mph, R to L",0
29399,3,tor,8/3/2016,151,201601603,1,hou,7:11 PM,Bill Miller,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
17086,8,was,8/3/2016,179,201601604,3,ari,12:40 PM,Mark Ripperger,Chase Field,"76 degrees, roof closed","0 mph, None",0
33369,3,bos,8/4/2016,227,201601605,2,sea,7:10 PM,Paul Emmel,Safeco Field,"76 degrees, clear","2 mph, Out to RF",0
33023,6,cha,8/4/2016,170,201601606,3,det,1:10 PM,Brian O'Nora,Comerica Park,"89 degrees, partly cloudy","8 mph, In from CF",0
13120,2,kca,8/4/2016,162,201601607,3,tba,12:11 PM,Sam Holbrook,Tropicana Field,"72 degrees, dome","0 mph, None",0
31117,4,lan,8/4/2016,188,201601608,2,col,6:41 PM,Tim Timmons,Coors Field,"69 degrees, overcast","6 mph, L to R",0
19193,2,min,8/4/2016,196,201601609,9,cle,12:10 PM,Jim Reynolds,Progressive Field,"85 degrees, partly cloudy","7 mph, Out to LF",0
48153,4,nyn,8/4/2016,166,201601610,1,nya,7:08 PM,Quinn Wolcott,Yankee Stadium,"77 degrees, clear","7 mph, R to L",0
34196,8,oak,8/4/2016,234,201601611,6,ana,4:07 PM,Eric Cooper,Angel Stadium of Anaheim,"83 degrees, sunny","8 mph, R to L",0
20527,2,pit,8/4/2016,175,201601612,5,atl,8:26 PM,Ted Barrett,Turner Field,"77 degrees, overcast","8 mph, L to R",76
30229,3,sfn,8/4/2016,210,201601613,2,phi,1:08 PM,Dan Iassogna,Citizens Bank Park,"83 degrees, partly cloudy","6 mph, Out to RF",0
21119,0,sln,8/4/2016,153,201601614,7,cin,12:37 PM,Adam Hamari,Great American Ball Park,"87 degrees, partly cloudy","1 mph, Varies",0
28762,5,tex,8/4/2016,146,201601615,3,bal,7:07 PM,Tripp Gibson III,Oriole Park at Camden Yards,"80 degrees, partly cloudy","3 mph, L to R",0
23190,4,tor,8/4/2016,161,201601616,1,hou,7:10 PM,Todd Tichenor,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
40354,4,ana,8/5/2016,172,201601617,6,sea,7:10 PM,Jim Joyce,Safeco Field,"74 degrees, clear","1 mph, Varies",0
42421,0,atl,8/5/2016,148,201601618,1,sln,7:16 PM,Hunter Wendelstedt,Busch Stadium,"83 degrees, cloudy","4 mph, L to R",0
26553,7,bal,8/5/2016,199,201601619,5,cha,7:11 PM,Mike Winters,U.S. Cellular Field,"87 degrees, partly cloudy","8 mph, L to R",0
52728,9,bos,8/5/2016,169,201601620,0,lan,7:11 PM,Jim Wolf,Dodger Stadium,"72 degrees, clear","7 mph, L to R",0
25182,7,chn,8/5/2016,176,201601621,2,oak,7:09 PM,Mike Estabrook,Oakland Coliseum,"59 degrees, clear","11 mph, Out to RF",0
28882,2,cin,8/5/2016,184,201601622,3,pit,7:07 PM,Fieldin Culbreth,PNC Park,"84 degrees, partly cloudy","6 mph, Out to CF",0
39252,7,cle,8/5/2016,219,201601623,13,nya,7:08 PM,Dale Scott,Yankee Stadium,"78 degrees, partly cloudy","15 mph, R to L",0
27888,5,mia,8/5/2016,204,201601624,3,col,6:40 PM,Joe West,Coors Field,"70 degrees, cloudy","9 mph, In from LF",0
20008,2,mil,8/5/2016,234,201601625,3,ari,6:40 PM,Jeff Kellogg,Chase Field,"78 degrees, roof closed","0 mph, None",0
12161,6,min,8/5/2016,177,201601626,2,tba,7:10 PM,Tom Hallion,Tropicana Field,"72 degrees, dome","0 mph, None",0
33032,3,nyn,8/5/2016,175,201601627,4,det,7:10 PM,Ryan Blakney,Comerica Park,"84 degrees, partly cloudy","5 mph, Out to LF",0
27521,5,phi,8/5/2016,175,201601628,4,sdn,7:40 PM,Pat Hoberg,Petco Park,"72 degrees, partly cloudy","12 mph, Out to RF",0
34036,1,sfn,8/5/2016,146,201601629,5,was,7:05 PM,Gerry Davis,Nationals Park,"80 degrees, partly cloudy","10 mph, Out to LF",0
32820,0,tex,8/5/2016,134,201601630,5,hou,7:10 PM,Lance Barksdale,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
31831,4,tor,8/5/2016,160,201601631,3,kca,7:15 PM,Mark Carlson,Kauffman Stadium,"78 degrees, cloudy","6 mph, L to R",0
45618,6,ana,8/6/2016,181,201601632,8,sea,6:41 PM,James Hoye,Safeco Field,"70 degrees, partly cloudy","2 mph, L to R",0
45468,13,atl,8/6/2016,201,201601633,5,sln,6:15 PM,Jerry Layne,Busch Stadium,"84 degrees, partly cloudy","9 mph, L to R",0
28491,2,bal,8/6/2016,176,201601634,4,cha,6:10 PM,Mark Wegner,U.S. Cellular Field,"82 degrees, clear","9 mph, Out to RF",0
47696,0,bos,8/6/2016,174,201601635,3,lan,1:05 PM,Chad Whitson,Dodger Stadium,"79 degrees, sunny","4 mph, Out to RF",0
32358,4,chn,8/6/2016,176,201601636,0,oak,1:07 PM,Dana DeMuth,Oakland Coliseum,"63 degrees, cloudy","6 mph, Out to RF",0
34259,3,cin,8/6/2016,158,201601637,5,pit,7:06 PM,Toby Basner,PNC Park,"81 degrees, partly cloudy","10 mph, Out to CF",0
37264,5,cle,8/6/2016,179,201601638,2,nya,1:08 PM,Bob Davidson,Yankee Stadium,"84 degrees, overcast","10 mph, Out to LF",0
37699,6,mia,8/6/2016,205,201601639,12,col,6:10 PM,Clint Fagan,Coors Field,"80 degrees, partly cloudy","4 mph, In from CF",0
29370,15,mil,8/6/2016,240,201601640,6,ari,5:10 PM,John Tumpane,Chase Field,"79 degrees, roof closed","0 mph, None",0
15603,3,min,8/6/2016,189,201601641,7,tba,6:10 PM,Phil Cuzzi,Tropicana Field,"72 degrees, dome","0 mph, None",0
41053,5,nyn,8/6/2016,199,201601642,6,det,7:10 PM,Tony Randazzo,Comerica Park,"80 degrees, partly cloudy","7 mph, R to L",0
37453,7,phi,8/6/2016,197,201601643,9,sdn,5:45 PM,Mike Everitt,Petco Park,"76 degrees, partly cloudy","10 mph, L to R",0
36404,7,sfn,8/6/2016,209,201601644,1,was,7:06 PM,Carlos Torres,Nationals Park,"84 degrees, partly cloudy","10 mph, Out to RF",0
42272,3,tex,8/6/2016,187,201601645,2,hou,6:09 PM,Alan Porter,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
35986,2,tor,8/6/2016,156,201601646,4,kca,6:14 PM,Brian Gorman,Kauffman Stadium,"81 degrees, partly cloudy","9 mph, In from RF",0
44812,1,ana,8/7/2016,151,201601647,3,sea,1:10 PM,Gabe Morales,Safeco Field,"65 degrees, cloudy","1 mph, Out to CF",0
42960,6,atl,8/7/2016,177,201601648,3,sln,1:16 PM,Stu Scheurwater,Busch Stadium,"84 degrees, partly cloudy","2 mph, R to L",0
31040,10,bal,8/7/2016,173,201601649,2,cha,1:10 PM,Mike Muchlinski,U.S. Cellular Field,"79 degrees, cloudy","3 mph, In from RF",0
50640,5,bos,8/7/2016,203,201601650,8,lan,4:10 PM,Gary Cederstrom,Dodger Stadium,"79 degrees, sunny","7 mph, Out to RF",0
23450,3,chn,8/7/2016,173,201601651,1,oak,1:06 PM,Ramon De Jesus,Oakland Coliseum,"63 degrees, sunny","4 mph, Out to RF",0
32947,7,cin,8/7/2016,197,201601652,3,pit,1:35 PM,Manny Gonzalez,PNC Park,"81 degrees, partly cloudy","4 mph, In from RF",0
39720,2,cle,8/7/2016,175,201601653,3,nya,1:09 PM,Lance Barrett,Yankee Stadium,"85 degrees, sunny","6 mph, Out to LF",0
40875,10,mia,8/7/2016,209,201601654,7,col,2:11 PM,Andy Fletcher,Coors Field,"82 degrees, sunny","5 mph, L to R",0
24021,3,mil,8/7/2016,211,201601655,9,ari,1:11 PM,Chris Segal,Chase Field,"77 degrees, roof closed","0 mph, None",0
12649,6,min,8/7/2016,209,201601656,3,tba,1:10 PM,Scott Barry,Tropicana Field,"72 degrees, dome","0 mph, None",0
32074,3,nyn,8/7/2016,170,201601657,1,det,1:10 PM,Bill Miller,Comerica Park,"80 degrees, sunny","7 mph, R to L",0
32710,6,phi,8/7/2016,193,201601658,5,sdn,1:41 PM,Jordan Baker,Petco Park,"75 degrees, sunny","8 mph, L to R",0
32790,0,sfn,8/7/2016,163,201601659,1,was,1:39 PM,Rob Drake,Nationals Park,"87 degrees, sunny","5 mph, L to R",0
33909,5,tex,8/7/2016,237,201601660,3,hou,1:11 PM,Will Little,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
25830,1,tor,8/7/2016,159,201601661,7,kca,1:16 PM,Nic Lentz,Kauffman Stadium,"71 degrees, overcast","10 mph, In from RF",0
20976,4,atl,8/8/2016,211,201601662,3,mil,6:20 PM,Mark Ripperger,Miller Park,"80 degrees, clear","11 mph, In from CF",0
10407,2,bal,8/8/2016,149,201601663,3,oak,7:07 PM,Marvin Hudson,Oakland Coliseum,"61 degrees, clear","14 mph, Out to RF",0
40616,4,cin,8/8/2016,190,201601664,5,sln,7:14 PM,Ted Barrett,Busch Stadium,"83 degrees, partly cloudy","7 mph, L to R",0
20002,0,det,8/8/2016,150,201601665,3,sea,7:10 PM,Eric Cooper,Safeco Field,"70 degrees, cloudy","4 mph, Out to CF",0
20978,1,hou,8/8/2016,138,201601666,3,min,7:10 PM,Marty Foster,Target Field,"80 degrees, partly cloudy","11 mph, R to L",0
48370,4,phi,8/8/2016,170,201601667,9,lan,7:10 PM,Brian O'Nora,Dodger Stadium,"74 degrees, clear","5 mph, Out to RF",0
22806,8,sfn,8/8/2016,334,201601668,7,mia,7:11 PM,Doug Eddings,Marlins Park,"76 degrees, roof closed","0 mph, None",0
43812,5,tba,8/8/2016,193,201601669,7,tor,7:08 PM,Larry Vanover,Rogers Centre,"79 degrees, clear","5 mph, Out to RF",0
31768,4,tex,8/8/2016,184,201601670,3,col,6:40 PM,Paul Emmel,Coors Field,"88 degrees, cloudy","5 mph, Out to RF",0
41227,1,ana,8/9/2016,142,201601671,5,chn,7:06 PM,Tripp Gibson III,Wrigley Field,"82 degrees, cloudy","3 mph, R to L",0
31884,5,ari,8/9/2016,184,201601672,3,nyn,7:10 PM,Vic Carapazza,Citi Field,"83 degrees, cloudy","11 mph, Out to LF",0
20048,2,atl,8/9/2016,173,201601673,1,mil,7:10 PM,Kerwin Danley,Miller Park,"84 degrees, partly cloudy","13 mph, In from CF",0
13573,1,bal,8/9/2016,145,201601674,2,oak,7:07 PM,Jim Joyce,Oakland Coliseum,"64 degrees, clear","11 mph, Out to RF",0
27134,7,cha,8/9/2016,185,201601675,5,kca,7:16 PM,Tim Timmons,Kauffman Stadium,"88 degrees, partly cloudy","6 mph, In from RF",0
40113,7,cin,8/9/2016,177,201601676,4,sln,7:15 PM,Lance Barksdale,Busch Stadium,"88 degrees, clear","5 mph, In from RF",0
30978,3,cle,8/9/2016,175,201601677,1,was,7:05 PM,Jerry Meals,Nationals Park,"79 degrees, overcast","3 mph, Out to LF",0
19713,5,det,8/9/2016,291,201601678,6,sea,7:10 PM,Adrian Johnson,Safeco Field,"70 degrees, cloudy","1 mph, Varies",0
22261,7,hou,8/9/2016,184,201601679,5,min,7:10 PM,Chris Guccione,Target Field,"85 degrees, partly cloudy","7 mph, R to L",0
38089,3,nya,8/9/2016,193,201601680,5,bos,7:10 PM,Todd Tichenor,Fenway Park,"75 degrees, partly cloudy","17 mph, R to L",0
42859,3,phi,8/9/2016,197,201601681,9,lan,7:09 PM,Jeff Kellogg,Dodger Stadium,"75 degrees, clear","8 mph, L to R",0
30269,4,sdn,8/9/2016,194,201601682,6,pit,7:41 PM,Adam Hamari,PNC Park,"86 degrees, cloudy","5 mph, In from CF",36
19636,0,sfn,8/9/2016,178,201601683,2,mia,7:11 PM,Laz Diaz,Marlins Park,"78 degrees, roof closed","0 mph, None",0
43134,9,tba,8/9/2016,176,201601684,2,tor,7:07 PM,David Rackley,Rogers Centre,"77 degrees, cloudy","6 mph, Out to LF",0
27671,7,tex,8/9/2016,194,201601685,5,col,1:10 PM,Mike Estabrook,Coors Field,"91 degrees, sunny","5 mph, Out to CF",0
41015,1,ana,8/10/2016,170,201601686,3,chn,7:05 PM,Hunter Wendelstedt,Wrigley Field,"84 degrees, clear","5 mph, In from RF",0
31277,3,ari,8/10/2016,243,201601687,2,nyn,7:30 PM,John Hirschbeck,Citi Field,"84 degrees, cloudy","5 mph, Out to LF",30
20035,3,atl,8/10/2016,170,201601688,4,mil,7:10 PM,Paul Nauert,Miller Park,"88 degrees, clear","14 mph, In from CF",0
13481,0,bal,8/10/2016,144,201601689,1,oak,7:07 PM,Chad Fairchild,Oakland Coliseum,"61 degrees, clear","14 mph, Out to RF",0
25188,2,cha,8/10/2016,274,201601690,3,kca,7:17 PM,Pat Hoberg,Kauffman Stadium,"91 degrees, partly cloudy","11 mph, R to L",0
40019,2,cin,8/10/2016,162,201601691,3,sln,6:15 PM,Angel Hernandez,Busch Stadium,"92 degrees, partly cloudy","8 mph, Out to LF",0
30185,4,cle,8/10/2016,172,201601692,7,was,4:07 PM,Ryan Blakney,Nationals Park,"91 degrees, cloudy","11 mph, R to L",0
29866,4,col,8/10/2016,207,201601693,5,tex,7:07 PM,Greg Gibson,Globe Life Park in Arlington,"99 degrees, partly cloudy","11 mph, In from CF",0
28742,1,det,8/10/2016,186,201601694,3,sea,7:10 PM,Chad Whitson,Safeco Field,"73 degrees, partly cloudy","6 mph, Out to RF",0
37779,9,nya,8/10/2016,255,201601695,4,bos,7:10 PM,Brian Knight,Fenway Park,"79 degrees, cloudy","12 mph, Out to LF",0
41098,6,phi,8/10/2016,197,201601696,2,lan,12:10 PM,John Tumpane,Dodger Stadium,"81 degrees, sunny","7 mph, L to R",0
29623,4,sdn,8/10/2016,177,201601697,0,pit,7:07 PM,Tom Hallion,PNC Park,"81 degrees, cloudy","3 mph, Out to LF",0
21096,1,sfn,8/10/2016,184,201601698,0,mia,12:10 PM,Cory Blaser,Marlins Park,"79 degrees, roof closed","0 mph, None",0
45501,0,tba,8/10/2016,181,201601699,7,tor,7:07 PM,Clint Fagan,Rogers Centre,"84 degrees, clear","10 mph, Out to CF",0
16652,4,ana,8/11/2016,190,201601700,14,cle,7:11 PM,Alfonso Marquez,Progressive Field,"83 degrees, cloudy","5 mph, Out to CF",70
39271,9,ari,8/11/2016,172,201601701,0,nyn,12:12 PM,Bill Welke,Citi Field,"93 degrees, partly cloudy","7 mph, Out to RF",0
30167,3,atl,8/11/2016,199,201601702,11,mil,1:11 PM,Andy Fletcher,Miller Park,"88 degrees, partly cloudy","15 mph, In from RF",0
16610,9,bal,8/11/2016,190,201601703,6,oak,12:37 PM,Gabe Morales,Oakland Coliseum,"70 degrees, sunny","10 mph, Out to RF",0
34310,1,cha,8/11/2016,145,201601704,2,kca,7:15 PM,Mike Everitt,Kauffman Stadium,"94 degrees, clear","13 mph, R to L",0
20720,12,col,8/11/2016,243,201601705,9,tex,1:08 PM,Carlos Torres,Globe Life Park in Arlington,"98 degrees, sunny","6 mph, R to L",0
25960,15,hou,8/11/2016,182,201601706,7,min,12:10 PM,Mark Wegner,Target Field,"77 degrees, partly cloudy","8 mph, Out to CF",0
24935,10,hou,8/11/2016,166,201601707,2,min,6:10 PM,Mike Muchlinski,Target Field,"81 degrees, overcast","6 mph, Out to RF",0
38161,4,nya,8/11/2016,182,201601708,2,bos,7:11 PM,Tony Randazzo,Fenway Park,"94 degrees, partly cloudy","14 mph, Out to CF",0
32071,0,sdn,8/11/2016,157,201601709,4,pit,12:36 PM,Phil Cuzzi,PNC Park,"86 degrees, partly cloudy","5 mph, Out to LF",0
40597,3,sln,8/11/2016,235,201601710,4,chn,7:07 PM,Ron Kulpa,Wrigley Field,"87 degrees, partly cloudy","9 mph, Out to CF",0
27014,3,ana,8/12/2016,193,201601711,13,cle,7:10 PM,Larry Vanover,Progressive Field,"90 degrees, cloudy","15 mph, Out to RF",0
37555,4,ari,8/12/2016,173,201601712,9,bos,7:11 PM,Will Little,Fenway Park,"85 degrees, cloudy","17 mph, Out to RF",0
29089,8,atl,8/12/2016,195,201601713,5,was,7:06 PM,Jordan Baker,Nationals Park,"94 degrees, partly cloudy","4 mph, Out to CF",0
41479,5,bal,8/12/2016,181,201601714,2,sfn,7:15 PM,Alan Porter,AT&T Park,"59 degrees, clear","11 mph, L to R",0
21090,4,cha,8/12/2016,202,201601715,2,mia,7:11 PM,Jerry Layne,Marlins Park,"78 degrees, roof closed","0 mph, None",0
24553,7,cin,8/12/2016,203,201601716,4,mil,7:10 PM,Bill Miller,Miller Park,"81 degrees, roof closed","0 mph, None",0
23600,6,col,8/12/2016,205,201601717,10,phi,7:42 PM,Gary Cederstrom,Citizens Bank Park,"88 degrees, cloudy","9 mph, Out to RF",0
31190,5,det,8/12/2016,180,201601718,8,tex,9:47 PM,Adam Hamari,Globe Life Park in Arlington,"80 degrees, cloudy","8 mph, R to L",162
46330,5,hou,8/12/2016,169,201601719,3,tor,7:07 PM,Jeff Nelson,Rogers Centre,"82 degrees, cloudy","13 mph, Out to RF",0
24617,7,kca,8/12/2016,168,201601720,3,min,8:00 PM,Mark Ripperger,Target Field,"70 degrees, cloudy","6 mph, L to R",50
47438,5,pit,8/12/2016,177,201601721,1,lan,7:10 PM,Marvin Hudson,Dodger Stadium,"73 degrees, clear","6 mph, Out to RF",0
24422,8,sdn,8/12/2016,187,201601722,6,nyn,7:10 PM,Paul Emmel,Citi Field,"90 degrees, partly cloudy","10 mph, Out to RF",0
14073,3,sea,8/12/2016,139,201601723,6,oak,7:07 PM,Marty Foster,Oakland Coliseum,"67 degrees, clear","10 mph, Out to RF",0
40848,2,sln,8/12/2016,179,201601724,13,chn,1:20 PM,Chris Conroy,Wrigley Field,"76 degrees, overcast","5 mph, Out to CF",0
46459,3,tba,8/12/2016,171,201601725,6,nya,8:05 PM,D.J. Reyburn,Yankee Stadium,"77 degrees, cloudy","6 mph, Varies",30
30409,1,ana,8/13/2016,184,201601726,5,cle,9:21 PM,David Rackley,Progressive Field,"75 degrees, cloudy","14 mph, Out to RF",131
37653,3,ari,8/13/2016,192,201601727,6,bos,7:10 PM,Ted Barrett,Fenway Park,"68 degrees, cloudy","12 mph, In from RF",0
38490,6,atl,8/13/2016,187,201601728,7,was,7:05 PM,Tim Timmons,Nationals Park,"96 degrees, clear","11 mph, Out to RF",0
41456,2,bal,8/13/2016,179,201601729,6,sfn,6:06 PM,Brian O'Nora,AT&T Park,"62 degrees, clear","13 mph, Out to CF",0
20006,8,cha,8/13/2016,203,201601730,7,mia,7:10 PM,Scott Barry,Marlins Park,"78 degrees, roof closed","0 mph, None",0
